sample_id,dataset,task_type,source_index,dev_index,input_1,input_2,choices,gold_label,negation_cues,importance,source_annotation,selection_method
N303,CommonsenseQA,question_answering,59,,Where would you store a pillow case that is not in use?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""kitchen cupboard"", ""bedding store"", ""england"", ""drawer"", ""bedroom""]}",D,not [9],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N304,SST-2,sentiment_analysis,148,703,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",,,negative,unfortunate [21],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N305,SST-2,sentiment_analysis,90,624,"challenging , intermittently engrossing and unflaggingly creative .",,,positive,unflaggingly [5],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N306,CommonsenseQA,question_answering,81,,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""living room"", ""floor"", ""warm place"", ""carpet"", ""farmhouse""]}",B,nothing [3],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N307,SST-2,sentiment_analysis,145,237,a by-the-numbers effort that wo n't do much to enhance the franchise .,,,negative,n't [9],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N308,SST-2,sentiment_analysis,16,114,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",,,positive,n't [6],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N309,CommonsenseQA,question_answering,152,,What is likely to be found in a book that is not a foreword?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""last word"", ""conclusion"", ""ikea instructions"", ""afterword"", ""epilogue""]}",E,not [11],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N310,SST-2,sentiment_analysis,43,649,the film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .,,,negative,no [25] | no [28],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N311,CommonsenseQA,question_answering,144,,"The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""accelerate"", ""putting together"", ""working"", ""construct"", ""train""]}",A,could [19],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N312,SST-2,sentiment_analysis,32,672,"in all , this is a watchable movie that 's not quite the memorable experience it might have been .",,,negative,not [10],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N313,SST-2,sentiment_analysis,122,593,the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .,,,positive,nothing [13],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N314,SST-2,sentiment_analysis,152,264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy .",,,negative,n't [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N315,CommonsenseQA,question_answering,174,,"John was my neighbor, it was easy to talk to him. He was never what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""away"", ""distant"", ""remote person"", ""bore"", ""foe""]}",B,never [15],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N316,SST-2,sentiment_analysis,6,151,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",,,positive,uncomplicated [14],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N317,QNLI,natural_language_inference,337,2040,What was Sadat seeking by releasing Islamists from prison?,"This ""gentlemen's agreement"" between Sadat and Islamists broke down in 1975 but not before Islamists came to completely dominate university student unions.",,not_entailment,not [15],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N318,CommonsenseQA,question_answering,105,,"The butt was bare, and Sam couldn't stop staring at it.  It was very what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""full"", ""ample"", ""covered"", ""bareword"", ""ample""]}",B,n't [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N319,SST-2,sentiment_analysis,2,833,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",,,negative,unsatisfying [4] | without [11],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N320,SST-2,sentiment_analysis,54,560,do n't be fooled by the impressive cast list - eye see you is pure junk .,,,negative,n't [1],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N321,SST-2,sentiment_analysis,45,789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",,,negative,not [15],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N322,CommonsenseQA,question_answering,38,,"I couldn't find anybody who recalled the event, what were they adroit at doing?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""question authority"", ""act fool"", ""wash dishes"", ""act innocent"", ""forget""]}",E,n't [2],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N323,CommonsenseQA,question_answering,96,,This is an unavoidable physiological consequence of running.  What is it?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""breathlessness"", ""increased heart rate"", ""falling down"", ""muscle bulk"", ""calluses""]}",B,unavoidable [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N324,SST-2,sentiment_analysis,27,539,do not see this film .,,,negative,not [1],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N325,CommonsenseQA,question_answering,92,,"The fresh herbs, flowers, and vegetables will shrivel up if people don't do this?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""water plants"", ""believe in god"", ""drive to the nearest pool"", ""speaking english"", ""raise children""]}",A,n't [14],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N326,SST-2,sentiment_analysis,136,335,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .",,,negative,n't [19],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N327,SST-2,sentiment_analysis,31,382,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,,,negative,n't [5],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N328,SST-2,sentiment_analysis,8,45,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,,,negative,weightless [10],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N329,CommonsenseQA,question_answering,44,,"The child pretended he was reading newspaper, he couldn't actually do it without what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""patience"", ""falling down"", ""literacy"", ""buying"", ""knowing how to read""]}",E,n't [10],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N330,SST-2,sentiment_analysis,191,411,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool .",,,negative,n't [2] | n't [11],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N331,SST-2,sentiment_analysis,179,724,it 's everything you do n't go to the movies for .,,,negative,n't [5],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N332,SST-2,sentiment_analysis,75,542,there 's no emotional pulse to solaris .,,,negative,no [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N333,CommonsenseQA,question_answering,52,,What will happen to someone if his or her spirits cannot elevate?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""sadden"", ""demote"", ""depress"", ""drop"", ""decrease""]}",C,not [11],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N334,SST-2,sentiment_analysis,186,749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered .,,,positive,no [12] | no [16],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N335,SST-2,sentiment_analysis,19,317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",,,positive,not [24],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N336,CommonsenseQA,question_answering,20,,Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""surface of earth"", ""teardrops"", ""snowflake"", ""typhoon"", ""motor""]}",D,They [33],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N337,CommonsenseQA,question_answering,173,,"He had no issue committing perjury, he had a what that he would get away with it?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""confidence"", ""go to jail"", ""telling lies"", ""lying"", ""manual""]}",A,no [2],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N338,SST-2,sentiment_analysis,38,42,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation .,,,positive,never [11],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N339,CommonsenseQA,question_answering,41,,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""bad mood"", ""hutch"", ""classroom"", ""pair of trousers"", ""year""]}",C,n't [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N340,CommonsenseQA,question_answering,171,,Because of his anger he couldn't clearly explain or what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""cool off"", ""write letter"", ""get mad"", ""illustrate point"", ""destroy enemy""]}",D,n't [6],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N341,CommonsenseQA,question_answering,40,,"While John Candy and Dan Aykroyd didn't run into a gazelle, you'd have to go where to see one?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""eastern hemisphere"", ""the city"", ""open plain"", ""television program"", ""great outdoors""]}",E,n't [7],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N342,SST-2,sentiment_analysis,111,347,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .",,,negative,nothing [10],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N343,SST-2,sentiment_analysis,196,586,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .",,,negative,n't [3] | not [9] | nor [13],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N344,SST-2,sentiment_analysis,101,633,"still , as a visual treat , the film is almost unsurpassed .",,,positive,unsurpassed [11],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N345,CommonsenseQA,question_answering,102,,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""manual"", ""process information"", ""power down"", ""control model"", ""reason exists""]}",D,might [20],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N346,SST-2,sentiment_analysis,156,355,there is no pleasure in watching a child suffer .,,,negative,no [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N347,CommonsenseQA,question_answering,121,,Sam couldn't get back to sleep because of a dream he had.  It was a what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""awake"", ""horror"", ""dreamworker"", ""reality"", ""nightmare""]}",E,n't [2],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N348,CommonsenseQA,question_answering,48,,"His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""eastern united states"", ""michigan"", ""map"", ""choppers"", ""american city""]}",C,n't [7],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N349,CommonsenseQA,question_answering,109,,What is a very unlikely side effect of becoming inebriated?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""fights"", ""drunkenness"", ""staggering"", ""puke"", ""paralysis""]}",E,unlikely [4],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N350,SST-2,sentiment_analysis,168,20,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",,,negative,uneven [19] | never [23],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N351,SST-2,sentiment_analysis,76,694,no aspirations to social import inform the movie version .,,,negative,no [0],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N352,CommonsenseQA,question_answering,51,,"The freeway had no traffic and few buildings, where is it?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""california"", ""countryside"", ""big town"", ""florida"", ""america""]}",B,no [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N353,CommonsenseQA,question_answering,99,,What are people likely to do when an unexpected decent outcome occurs?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""kill each other"", ""thank god"", ""experience pain"", ""hatred"", ""talk to each other""]}",B,unexpected [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N354,SST-2,sentiment_analysis,137,482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors .,,,positive,nothing [15],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N355,SST-2,sentiment_analysis,114,288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .,,,positive,without [24],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N356,SST-2,sentiment_analysis,135,280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",,,positive,relentless [6],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N357,CommonsenseQA,question_answering,172,,Where do you keep musical instrument so it doesn't get scratched?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""bank"", ""orchestra"", ""case"", ""music room"", ""movie""]}",C,n't [9],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N358,SST-2,sentiment_analysis,5,165,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .,,,negative,"rather than [15, 16]",unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N359,SST-2,sentiment_analysis,85,377,nothing is sacred in this gut-buster .,,,negative,nothing [0],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N360,SST-2,sentiment_analysis,138,394,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",,,positive,none [29],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N361,SST-2,sentiment_analysis,98,232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .",,,negative,not [2] | n't [7] | n't [17] | without [30],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N362,SST-2,sentiment_analysis,59,111,"there is n't nearly enough fun here , despite the presence of some appealing ingredients .",,,negative,n't [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N363,SST-2,sentiment_analysis,124,108,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",,,negative,n't [6],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N364,CommonsenseQA,question_answering,26,,James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""lose money"", ""fun"", ""have no money"", ""broken law"", ""relaxation""]}",D,n't [5] | did [15],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N365,SST-2,sentiment_analysis,105,558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",,,positive,not [4],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N366,QNLI,natural_language_inference,12,4915,What are we unsure of about how chloroplasts make methionine precursors?,The chloroplast is known to make the precursors to methionine but it is unclear whether the organelle carries out the last leg of the pathway or if it happens in the cytosol.,,entailment,unclear [13],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N367,QNLI,natural_language_inference,660,5420,What did Luther try to avoid in setting up his church?,He also did not wish to replace one controlling system with another.,,not_entailment,not [3],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N368,CommonsenseQA,question_answering,113,,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""initiate"", ""ignore"", ""question"", ""answer"", ""ask""]}",A,n't [20],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N369,CommonsenseQA,question_answering,137,,What would not be true about a basketball if it had a hole in it but it did not lose its general shape?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""punctured"", ""popular in america"", ""full of air"", ""gone"", ""round""]}",C,not [2] | not [18],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N370,QNLI,natural_language_inference,440,5260,How many bodies did Public Health England exhume?,Archaeologist Barney Sloane has argued that there is insufficient evidence of the extinction of a large number of rats in the archaeological record of the medieval waterfront in London and that the plague spread too quickly to support the thesis that the Y. pestis was spread from fleas on rats; he argues that transmission must have been person to person.,,not_entailment,insufficient [8],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N371,QNLI,natural_language_inference,373,3864,How many touchdowns did Manning throw in the game?,Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns.,,entailment,zero [14],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N372,CommonsenseQA,question_answering,83,,Animals who have hair and don't lay eggs are what?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""reproduce asexually"", ""males"", ""mammals"", ""attack"", ""ocean""]}",C,n't [6],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N373,QNLI,natural_language_inference,132,5304,What group of civil disobedients brought medicine to Iraq without the permission of the government?,"Some civil disobedients, such as the proprietors of illegal medical cannabis dispensaries and Voice in the Wilderness, which brought medicine to Iraq without the permission of the U.S. Government, directly achieve a desired social goal (such as the provision of medication to the sick) while openly breaking the law.",,entailment,without [9] | without [24],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N374,SST-2,sentiment_analysis,4,235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",,,positive,n't [11],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N375,CommonsenseQA,question_answering,17,,What type of non-vegetarian soup is one likely to find a potato?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""beef stew"", ""own kitchen"", ""clam chowder"", ""kitchen cabinet"", ""pantry""]}",C,non [3] | - [4],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N376,CommonsenseQA,question_answering,22,,"The guys had a regular poker game, rather than going to the movies this what their what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""competition"", ""fun game"", ""losing money"", ""fun"", ""social event""]}",E,rather [8],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N377,CommonsenseQA,question_answering,116,,Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""istanbul"", ""concert"", ""bedroom"", ""antique shop"", ""human being""]}",C,n't [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N378,QNLI,natural_language_inference,98,1198,Why did Westinghouse not secure a patent for a similar motor?,"Westinghouse looked into getting a patent on a similar commutator-less, rotating magnetic field-based induction motor presented in a paper in March 1888 by the Italian physicist Galileo Ferraris, but decided Tesla's patent would probably control the market.",,entailment,not [3],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N379,CommonsenseQA,question_answering,103,,"John went to a party that lasted all night.  Because of this, he didn't have time for what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""meeting"", ""blowing off steam"", ""stay home"", ""partying hard"", ""studying""]}",E,did [16],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N380,CommonsenseQA,question_answering,156,,Where in your home would you keep a ballpoint pen when not in use?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""backpack"", ""bank"", ""desk drawer"", ""eat cake"", ""office desk""]}",C,not [11],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N381,CommonsenseQA,question_answering,50,,What happens when airplane engines cut off and are unable to be restarted in flight?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""stall"", ""start melting"", ""taxi"", ""crash"", ""speed up""]}",D,unable [9],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N382,CommonsenseQA,question_answering,114,,Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""kennel"", ""table"", ""porch"", ""backyard"", ""park""]}",B,could [25],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N383,SST-2,sentiment_analysis,33,161,not exactly the bees knees,,,negative,not [0],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N384,CommonsenseQA,question_answering,126,,Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""desk drawer"", ""kitchen drawer"", ""classroom"", ""pocket"", ""office""]}",A,could [24],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N385,CommonsenseQA,question_answering,158,,Where would a person live that isn't in the metro area but still has good schools?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""woods"", ""bed"", ""suburbs"", ""rural"", ""neighborhood""]}",C,n't [7],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N386,SST-2,sentiment_analysis,12,319,too much of it feels unfocused and underdeveloped .,,,negative,unfocused [5],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N387,QNLI,natural_language_inference,583,2698,What parts of a conventional reciprocating steam engine could be replaced by a pistonless rotary engine?,The major problem is the difficulty of sealing the rotors to make them steam-tight in the face of wear and thermal expansion; the resulting leakage made them very inefficient.,,not_entailment,inefficient [31],unimportant,Hossain et al. released GitHub annotation,all important; fixed-seed sample of eligible unimportant
N388,SST-2,sentiment_analysis,125,581,"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .",,,negative,not [2],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N389,CommonsenseQA,question_answering,165,,Why would a band be performing when there are no people nearby?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""record album"", ""play music"", ""hold concert"", ""blaring"", ""practice""]}",A,no [9],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N390,CommonsenseQA,question_answering,168,,Where can you put a picture frame when it's not hung vertically?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""art show"", ""wall"", ""newspaper"", ""car"", ""table""]}",E,not [10],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N391,CommonsenseQA,question_answering,142,,"The man didn't do great in college, all his best memories were late night with his brothers at the what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""big city"", ""fraternity house"", ""school"", ""building"", ""big town""]}",B,n't [3],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N392,CommonsenseQA,question_answering,119,,What will god never do according to religion?,,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""anything"", ""judge people"", ""work miracles"", ""judge men"", ""everywhere""]}",B,never [3],important,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N393,SST-2,sentiment_analysis,175,354,"the film is quiet , threatening and unforgettable .",,,positive,unforgettable [7],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N394,CommonsenseQA,question_answering,4,,"More people should lower the guard and just have fun, we don't got long just what?",,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""enjoy living"", ""happy"", ""enjoyable"", ""get laid"", ""do enjoy""]}",A,n't [13],unimportant,Hossain et al. released GitHub annotation,fixed-seed sample of important; all unimportant
N395,SST-2,sentiment_analysis,59,513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .",,,negative,never [13],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
N396,SST-2,sentiment_analysis,77,61,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .",,,negative,useless [12],important,Hossain et al. released GitHub annotation,all important; fixed-seed sample of unimportant
